0.05,0.2274776
0.1,0.2315936
0.15,0.2351608
0.2,0.2398256
0.25,0.2439416
0.3,0.2477832
0.35,0.2513504
0.4,0.2560152
0.45,0.2609544
0.5,0.2650704
0.55,0.2691864
0.6,0.2733024
0.65,0.2779672
0.7,0.2820832
0.75,0.2864736
0.8,0.290864
0.85,0.2947056
0.9,0.2993704
0.95,0.3034864
1,0.3078768
1.05,0.3117184
1.1,0.3163832
1.15,0.3207736
1.2,0.3254384
1.25,0.32928
1.3,0.32928
1.35,0.3377864
1.4,0.3424512
1.45,0.347116
1.5,0.351232
1.55,0.3556224
1.6,0.3597384
1.65,0.3641288
1.7,0.3685192
1.75,0.3720864
1.8,0.3770256
1.85,0.3816904
1.9,0.3858064
1.95,0.3901968
2,0.3940384
2.05,0.3984288
2.1,0.4022704
2.15,0.4025448
2.2,0.4110512
2.25,0.4151672
2.3,0.4192832
2.35,0.4228504
2.4,0.4272408
2.45,0.4313568
2.5,0.4351984
2.55,0.4395888
2.6,0.443156
2.65,0.4475464
2.7,0.4508392
2.75,0.455504
2.8,0.4590712
2.85,0.4626384
2.9,0.4670288
2.95,0.470596
3,0.4744376
3.05,0.4782792
3.1,0.4818464
3.15,0.4859624
3.2,0.4900784
3.25,0.4933712
3.3,0.4969384
3.35,0.50078
3.4,0.5046216
3.45,0.50764
3.5,0.5114816
3.55,0.5155976
3.6,0.5183416
3.65,0.5219088
3.7,0.5262992
3.75,0.5301408
3.8,0.5260248
3.85,0.5372752
3.9,0.540568
3.95,0.5449584
4,0.5477024
4.05,0.5518184
4.1,0.55566
4.15,0.5595016
4.2,0.5630688
4.25,0.566636
4.3,0.5704776
4.35,0.570752
4.4,0.577612
4.45,0.5809048
4.5,0.5811792
4.55,0.5880392
4.6,0.5918808
4.65,0.5951736
4.7,0.5998384
4.75,0.60368
4.8,0.6072472
4.85,0.61054
4.9,0.614656
4.95,0.6182232
5,0.6217904
5.05,0.6253576
5.1,0.6294736
5.15,0.6327664
5.2,0.6357848
5.25,0.6401752
5.3,0.6440168
5.35,0.6481328
5.4,0.6506024
5.45,0.6549928
5.5,0.6588344
5.55,0.6621272
5.6,0.6651456
5.65,0.6692616
5.7,0.6662432
5.75,0.6731032
5.8,0.6810608
5.85,0.684628
5.9,0.6843536
5.95,0.6881952
6,0.688744
6.05,0.6923112
6.1,0.6917624
6.15,0.69972
6.2,0.6958784
6.25,0.7032872
6.3,0.7104216
6.35,0.707952
6.4,0.7117936
6.45,0.7150864
6.5,0.7087752
6.55,0.714812
6.6,0.7164584
6.65,0.7235928
6.7,0.7370384
6.75,0.7307272
6.8,0.7345688
6.85,0.74088
6.9,0.74088
6.95,0.7485632
7,0.7581672
7.05,0.755972
7.1,0.7515816
7.15,0.7589904
7.2,0.765576
7.25,0.766948
7.3,0.7666736
7.35,0.7702408
7.4,0.7768264
7.45,0.7836864
7.5,0.7801192
7.55,0.7869792
7.6,0.797132
7.65,0.7899976
7.7,0.7938392
7.75,0.7905464
7.8,0.7976808
7.85,0.8075592
7.9,0.8045408
7.95,0.8004248
8,0.8048152
